# BUSCO version is: 5.4.3 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2024-01-08, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5851at4891	Duplicated	9562	10444	12651	+	901.8	550	https://v10-1.orthodb.org/?query=5851at4891	Trehalase
5879at4891	Complete	9450	10864	12849	+	876.3	536	https://v10-1.orthodb.org/?query=5879at4891	EF hand associated, type-1
5905at4891	Complete	9408	10813	12420	+	849.9	463	https://v10-1.orthodb.org/?query=5905at4891	T-complex protein 1 subunit gamma
5926at4891	Complete	9716	12479	14323	+	647.6	445	https://v10-1.orthodb.org/?query=5926at4891	SAC domain
5934at4891	Complete	8588	384	3137	+	1224.2	802	https://v10-1.orthodb.org/?query=5934at4891	GPI ethanolamine phosphate transferase 1
5956at4891	Complete	8144	650	2290	+	888.7	479	https://v10-1.orthodb.org/?query=5956at4891	Aminoacyl-tRNA synthetase, class II
5963at4891	Complete	9282	2593	4464	-	819.8	500	https://v10-1.orthodb.org/?query=5963at4891	Elongation factor 4
5966at4891	Complete	8060	2113	3699	+	763.6	425	https://v10-1.orthodb.org/?query=5966at4891	Cytochrome P450
5986at4891	Complete	9460	7157	8695	-	544.5	392	https://v10-1.orthodb.org/?query=5986at4891	WD40-repeat-containing domain
6010at4891	Complete	9500	7169	9949	+	449.5	612	https://v10-1.orthodb.org/?query=6010at4891	R3H domain
6044at4891	Complete	9654	24704	27151	+	708.4	592	https://v10-1.orthodb.org/?query=6044at4891	tRNase Z endonuclease
6046at4891	Complete	9396	1467	3086	+	787.1	445	https://v10-1.orthodb.org/?query=6046at4891	Importin-alpha, importin-beta-binding domain
6149at4891	Complete	9698	31212	33473	-	684.3	419	https://v10-1.orthodb.org/?query=6149at4891	Peptidase S8/S53 domain
6151at4891	Complete	8934	4905	6950	-	1056.3	551	https://v10-1.orthodb.org/?query=6151at4891	Heat shock protein 70 family
6164at4891	Complete	7618	227	1663	-	636.0	379	https://v10-1.orthodb.org/?query=6164at4891	Peptidase M24
6172at4891	Complete	9298	13360	15219	-	693.6	466	https://v10-1.orthodb.org/?query=6172at4891	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
6208at4891	Complete	9692	23466	25454	-	673.0	502	https://v10-1.orthodb.org/?query=6208at4891	Nucleolar complex-associated protein 3
6231at4891	Complete	8942	4713	6665	-	815.0	549	https://v10-1.orthodb.org/?query=6231at4891	Pseudouridine synthase, TruD
6242at4891	Complete	9318	11504	13846	+	540.0	461	https://v10-1.orthodb.org/?query=6242at4891	WD40/YVTN repeat-like-containing domain superfamily
6249at4891	Complete	9002	7497	9125	-	805.4	433	https://v10-1.orthodb.org/?query=6249at4891	Isocitrate lyase
6314at4891	Complete	9548	3259	5664	+	814.8	605	https://v10-1.orthodb.org/?query=6314at4891	Dipeptidylpeptidase IV, N-terminal domain
6336at4891	Complete	9458	5789	7447	+	852.8	481	https://v10-1.orthodb.org/?query=6336at4891	GroEL-like apical domain superfamily
6341at4891	Complete	8608	321	2387	-	919.8	513	https://v10-1.orthodb.org/?query=6341at4891	ABC transporter type 1, transmembrane domain
6364at4891	Complete	9312	10519	13044	-	573.6	506	https://v10-1.orthodb.org/?query=6364at4891	Dynamin superfamily
6387at4891	Complete	8796	3123	4685	+	906.5	459	https://v10-1.orthodb.org/?query=6387at4891	GMP synthase
6396at4891	Complete	9624	18357	20633	+	251.0	440	https://v10-1.orthodb.org/?query=6396at4891	Pre-rRNA-processing protein RIX1
6409at4891	Complete	9568	18239	20668	-	585.6	501	https://v10-1.orthodb.org/?query=6409at4891	Nucleolar protein 14
6418at4891	Complete	9262	4339	5799	+	487.0	279	https://v10-1.orthodb.org/?query=6418at4891	Phosphatidylserine decarboxylase
6427at4891	Complete	9378	4430	6625	-	599.8	425	https://v10-1.orthodb.org/?query=6427at4891	3'-5' exonuclease domain
6431at4891	Complete	8876	1	2454	+	601.3	661	https://v10-1.orthodb.org/?query=6431at4891	NFACT protein, C-terminal
6437at4891	Complete	8696	2142	4049	-	653.2	464	https://v10-1.orthodb.org/?query=6437at4891	Translation initiation factor IF- 2
6439at4891	Complete	9656	23907	26045	-	724.5	488	https://v10-1.orthodb.org/?query=6439at4891	Oligopeptide transporter, OPT superfamily
6448at4891	Complete	9722	42920	44755	-	786.9	438	https://v10-1.orthodb.org/?query=6448at4891	Sodium/hydrogen exchanger
6506at4891	Complete	8976	1600	3975	+	467.3	558	https://v10-1.orthodb.org/?query=6506at4891	Pentatricopeptide repeat
6508at4891	Complete	9500	5343	6809	+	458.4	347	https://v10-1.orthodb.org/?query=6508at4891	SAM-dependent methyltransferase RsmB/NOP2-type
6539at4891	Complete	8900	337	2016	-	745.7	440	https://v10-1.orthodb.org/?query=6539at4891	Pyridoxal phosphate-dependent transferase
6544at4891	Complete	9440	2108	3619	+	509.9	395	https://v10-1.orthodb.org/?query=6544at4891	6-phosphofructo-2-kinase
6549at4891	Complete	9654	15122	16945	+	393.1	359	https://v10-1.orthodb.org/?query=6549at4891	Translation elongation factor EFTu/EF1A, C-terminal
6552at4891	Complete	9700	16299	18947	+	435.9	454	https://v10-1.orthodb.org/?query=6552at4891	SH3 domain
6558at4891	Missing
6566at4891	Complete	9674	6394	9012	+	749.4	516	https://v10-1.orthodb.org/?query=6566at4891	Sodium/calcium exchanger membrane region
6567at4891	Complete	9726	26191	28521	+	889.2	517	https://v10-1.orthodb.org/?query=6567at4891	ATPase, AAA-type, conserved site
6624at4891	Complete	9006	8637	10217	+	906.7	429	https://v10-1.orthodb.org/?query=6624at4891	Translation initiation factor 2, gamma subunit, C-terminal
6633at4891	Complete	9024	561	2441	+	668.5	443	https://v10-1.orthodb.org/?query=6633at4891	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
6637at4891	Complete	8384	1898	3475	+	777.6	436	https://v10-1.orthodb.org/?query=6637at4891	Acetyl-CoA hydrolase/transferase C-terminal domain
6641at4891	Complete	8950	5872	9735	-	607.7	686	https://v10-1.orthodb.org/?query=6641at4891	Zinc finger, RING-CH-type
6658at4891	Complete	8418	2802	5471	+	623.8	587	https://v10-1.orthodb.org/?query=6658at4891	WD40/YVTN repeat-like-containing domain superfamily
6691at4891	Complete	7766	159	1877	+	590.6	428	https://v10-1.orthodb.org/?query=6691at4891	WD40-repeat-containing domain
6711at4891	Complete	8186	2118	4286	+	225.7	269	https://v10-1.orthodb.org/?query=6711at4891	WD40-repeat-containing domain
6740at4891	Complete	9590	586	4899	+	1016.8	979	https://v10-1.orthodb.org/?query=6740at4891	Tricalbin
6748at4891	Complete	9108	6508	8061	+	675.6	431	https://v10-1.orthodb.org/?query=6748at4891	D-arabinono-1,4-lactone oxidase
6753at4891	Complete	8196	391	2280	+	415.6	403	https://v10-1.orthodb.org/?query=6753at4891	DNA polymerase lambda lyase domain superfamily
6770at4891	Complete	9718	43474	44961	+	448.7	338	https://v10-1.orthodb.org/?query=6770at4891	GTP1/OBG domain
6788at4891	Complete	9662	13818	15335	-	739.0	402	https://v10-1.orthodb.org/?query=6788at4891	Anthranilate synthase component I, N-terminal
6789at4891	Complete	9230	179	2227	+	472.8	374	https://v10-1.orthodb.org/?query=6789at4891	Diphthamide synthase domain
6800at4891	Complete	9556	16419	19040	-	902.9	685	https://v10-1.orthodb.org/?query=6800at4891	Phosphatidylinositol 3-kinase VPS34
6820at4891	Complete	8604	688	2427	+	482.0	414	https://v10-1.orthodb.org/?query=6820at4891	Creatinase/aminopeptidase-like
6821at4891	Complete	9662	20981	22690	-	416.9	371	https://v10-1.orthodb.org/?query=6821at4891	Aminoacyl-tRNA synthetase, class II
6891at4891	Duplicated	8720	203	1939	+	904.4	485	https://v10-1.orthodb.org/?query=6891at4891	CTP synthase
6891at4891	Duplicated	9480	16757	18457	-	893.3	482	https://v10-1.orthodb.org/?query=6891at4891	CTP synthase
6902at4891	Complete	9376	14660	16465	-	708.1	523	https://v10-1.orthodb.org/?query=6902at4891	Ribosomal protein Rsm22-like
6915at4891	Complete	8882	2796	4550	-	910.2	490	https://v10-1.orthodb.org/?query=6915at4891	Dihydroxy-acid dehydratase
6917at4891	Complete	9592	21328	23076	-	557.5	472	https://v10-1.orthodb.org/?query=6917at4891	WD40-repeat-containing domain
6943at4891	Complete	8478	1944	3398	-	638.9	366	https://v10-1.orthodb.org/?query=6943at4891	WD40-repeat-containing domain
6961at4891	Complete	8962	5905	8706	+	897.6	703	https://v10-1.orthodb.org/?query=6961at4891	Coatomer subunit gamma
7009at4891	Complete	9612	4254	6656	-	1061.1	558	https://v10-1.orthodb.org/?query=7009at4891	AMP deaminase
7011at4891	Duplicated	8504	939	2405	-	800.6	415	https://v10-1.orthodb.org/?query=7011at4891	6-phosphogluconate dehydrogenase
7011at4891	Duplicated	8602	4811	6268	-	782.6	415	https://v10-1.orthodb.org/?query=7011at4891	6-phosphogluconate dehydrogenase
7030at4891	Complete	9520	6091	8730	-	773.0	590	https://v10-1.orthodb.org/?query=7030at4891	DNA mismatch repair protein MutS, core
7031at4891	Complete	8480	218	3097	-	746.1	732	https://v10-1.orthodb.org/?query=7031at4891	Eukaryotic translation initiation factor 3 subunit A
7059at4891	Complete	9022	7449	9125	-	652.3	414	https://v10-1.orthodb.org/?query=7059at4891	tRNA (uracil-O(2)-)-methyltransferase
7062at4891	Complete	9204	12213	13847	+	870.2	429	https://v10-1.orthodb.org/?query=7062at4891	Phosphoenolpyruvate carboxykinase
7086at4891	Complete	9676	299	1504	-	476.2	309	https://v10-1.orthodb.org/?query=7086at4891	Mitochondrial splicing suppressor 51, zinc-finger
7092at4891	Missing
7127at4891	Complete	8894	154	2187	+	316.8	319	https://v10-1.orthodb.org/?query=7127at4891	Rab-GTPase-TBC domain
7136at4891	Duplicated	9358	12758	14626	+	534.3	453	https://v10-1.orthodb.org/?query=7136at4891	Tetratricopeptide repeat
7136at4891	Duplicated	9520	14273	16186	-	484.0	430	https://v10-1.orthodb.org/?query=7136at4891	Tetratricopeptide repeat
7201at4891	Complete	9292	183	1778	+	569.3	303	https://v10-1.orthodb.org/?query=7201at4891	Nucleotide-diphospho-sugar transferases
7208at4891	Complete	9466	12194	14238	+	464.3	320	https://v10-1.orthodb.org/?query=7208at4891	UbiB domain
7218at4891	Complete	9258	3091	4662	+	828.3	428	https://v10-1.orthodb.org/?query=7218at4891	Cytochrome P450
7237at4891	Complete	9724	3123	4772	+	820.0	454	https://v10-1.orthodb.org/?query=7237at4891	GroEL-like apical domain superfamily
7263at4891	Complete	9602	13636	16365	-	546.7	518	https://v10-1.orthodb.org/?query=7263at4891	HECT domain
7265at4891	Complete	9412	6668	9094	-	543.3	531	https://v10-1.orthodb.org/?query=7265at4891	Phosphoinositide phospholipase C
7296at4891	Complete	9478	14649	16289	-	710.1	434	https://v10-1.orthodb.org/?query=7296at4891	Imidazole glycerol phosphate synthase hisHF
7300at4891	Complete	7918	1229	2848	+	553.3	446	https://v10-1.orthodb.org/?query=7300at4891	Vacuolar protein sorting-associated protein 17
7327at4891	Complete	9436	15393	17243	+	410.0	430	https://v10-1.orthodb.org/?query=7327at4891	Armadillo-type fold
7349at4891	Complete	9708	4262	6904	-	402.6	459	https://v10-1.orthodb.org/?query=7349at4891	Protein kinase domain
7363at4891	Complete	9480	3533	5596	-	525.6	463	https://v10-1.orthodb.org/?query=7363at4891	Myotubularin family
7364at4891	Complete	9456	3694	6387	+	1057.1	661	https://v10-1.orthodb.org/?query=7364at4891	Dynamin, GTPase domain
7407at4891	Complete	9570	2503	4722	+	524.7	387	https://v10-1.orthodb.org/?query=7407at4891	Helicase, C-terminal
7410at4891	Complete	9486	13420	15693	+	428.0	406	https://v10-1.orthodb.org/?query=7410at4891	Zinc finger, RING-type
7422at4891	Complete	8650	148	2340	-	526.7	517	https://v10-1.orthodb.org/?query=7422at4891	BRCT domain
7432at4891	Complete	8382	883	3135	+	468.7	420	https://v10-1.orthodb.org/?query=7432at4891	Rad4 beta-hairpin domain 1
7444at4891	Duplicated	7888	807	2516	+	886.1	474	https://v10-1.orthodb.org/?query=7444at4891	Asparagine synthase, glutamine-hydrolyzing
7444at4891	Duplicated	8156	1317	3029	-	890.1	478	https://v10-1.orthodb.org/?query=7444at4891	Asparagine synthase, glutamine-hydrolyzing
7446at4891	Complete	9192	2416	4221	-	584.9	473	https://v10-1.orthodb.org/?query=7446at4891	GPI transamidase component Gaa1
7491at4891	Complete	7794	98	1678	-	932.7	463	https://v10-1.orthodb.org/?query=7491at4891	ATP synthase subunit alpha
7514at4891	Complete	9624	26954	28651	+	383.7	354	https://v10-1.orthodb.org/?query=7514at4891	5'-Nucleotidase/apyrase
7515at4891	Complete	9612	11991	13928	+	442.4	482	https://v10-1.orthodb.org/?query=7515at4891	Nucleoporin protein Ndc1-Nup
7523at4891	Complete	9024	7796	10807	-	332.8	617	https://v10-1.orthodb.org/?query=7523at4891	Importin-beta, N-terminal domain
7579at4891	Complete	9346	9674	11257	-	801.7	445	https://v10-1.orthodb.org/?query=7579at4891	T-complex protein 1 subunit delta
7582at4891	Complete	9428	1035	2138	-	333.3	337	https://v10-1.orthodb.org/?query=7582at4891	Pseudouridine synthase I, TruA
7589at4891	Complete	9586	962	2926	-	655.3	450	https://v10-1.orthodb.org/?query=7589at4891	Methylenetetrahydrofolate reductase
7600at4891	Duplicated	9518	19080	20441	-	691.7	376	https://v10-1.orthodb.org/?query=7600at4891	Citrate synthase
7600at4891	Duplicated	9636	27292	28641	-	746.7	378	https://v10-1.orthodb.org/?query=7600at4891	Citrate synthase
7621at4891	Complete	9496	16670	18709	-	777.1	402	https://v10-1.orthodb.org/?query=7621at4891	Translation elongation factor EFTu/EF1A, C-terminal
7633at4891	Complete	9598	3867	6857	-	688.1	661	https://v10-1.orthodb.org/?query=7633at4891	Tetratricopeptide repeat
7692at4891	Complete	9668	23836	26148	+	779.7	570	https://v10-1.orthodb.org/?query=7692at4891	Chloride channel protein
7721at4891	Complete	9500	14871	16268	-	311.3	311	https://v10-1.orthodb.org/?query=7721at4891	Bacterial surface antigen (D15)
7722at4891	Complete	9426	1321	3003	-	533.5	449	https://v10-1.orthodb.org/?query=7722at4891	MFS transporter superfamily
7758at4891	Complete	8126	2327	3886	+	527.3	399	https://v10-1.orthodb.org/?query=7758at4891	DNA primase large subunit
7831at4891	Complete	8544	4667	6196	-	828.6	448	https://v10-1.orthodb.org/?query=7831at4891	Amidophosphoribosyltransferase
7840at4891	Complete	8546	2489	4729	-	922.9	614	https://v10-1.orthodb.org/?query=7840at4891	Cysteine-tRNA ligase
7896at4891	Complete	9460	9231	11075	+	498.0	406	https://v10-1.orthodb.org/?query=7896at4891	WD40-repeat-containing domain
7917at4891	Complete	9124	188	1945	+	109.4	317	https://v10-1.orthodb.org/?query=7917at4891	Peroxisomal biogenesis factor 8
7920at4891	Complete	8216	155	1642	+	730.3	375	https://v10-1.orthodb.org/?query=7920at4891	Nop domain
7923at4891	Complete	7582	166	1704	-	540.8	341	https://v10-1.orthodb.org/?query=7923at4891	FAD dependent oxidoreductase
7925at4891	Duplicated	8850	3013	4704	+	622.5	371	https://v10-1.orthodb.org/?query=7925at4891	Non-specific serine/threonine protein kinase
7925at4891	Duplicated	9242	6452	8167	-	620.2	372	https://v10-1.orthodb.org/?query=7925at4891	Non-specific serine/threonine protein kinase
7956at4891	Complete	9066	3512	4858	-	755.3	373	https://v10-1.orthodb.org/?query=7956at4891	Adenosylhomocysteinase
7966at4891	Complete	9650	2761	4386	+	637.7	395	https://v10-1.orthodb.org/?query=7966at4891	Pyridoxal phosphate-dependent transferase
7982at4891	Complete	8850	4966	7626	-	949.0	674	https://v10-1.orthodb.org/?query=7982at4891	RNA recognition motif domain
8010at4891	Complete	8358	747	2165	+	736.5	396	https://v10-1.orthodb.org/?query=8010at4891	Alpha,alpha-trehalose-phosphate synthase
8023at4891	Complete	9520	18560	20455	-	487.3	457	https://v10-1.orthodb.org/?query=8023at4891	SH3 domain
8037at4891	Complete	9676	6500	8926	+	295.9	443	https://v10-1.orthodb.org/?query=8037at4891	Sel1-like repeat
8044at4891	Complete	8766	291	1703	-	753.4	389	https://v10-1.orthodb.org/?query=8044at4891	RuvB-like helicase
8064at4891	Complete	9388	1	1725	-	755.1	492	https://v10-1.orthodb.org/?query=8064at4891	HEAT, type 2
8065at4891	Complete	9368	6362	7903	-	381.9	339	https://v10-1.orthodb.org/?query=8065at4891	AP endonuclease 1
8084at4891	Fragmented	8514	15	1208	+	314.3	322	https://v10-1.orthodb.org/?query=8084at4891	Transcription factor IIIC subunit 5, HTH domain
8097at4891	Complete	9432	7941	12404	-	259.8	541	https://v10-1.orthodb.org/?query=8097at4891	CLASP N-terminal domain
8134at4891	Complete	9650	5471	9217	+	973.0	653	https://v10-1.orthodb.org/?query=8134at4891	Nucleic acid-binding, OB-fold
8178at4891	Complete	8042	1974	3506	+	623.2	394	https://v10-1.orthodb.org/?query=8178at4891	Sulfate adenylyltransferase
8179at4891	Complete	7984	778	3069	+	623.0	312	https://v10-1.orthodb.org/?query=8179at4891	Non-specific serine/threonine protein kinase
8205at4891	Complete	9468	4111	5973	+	526.9	440	https://v10-1.orthodb.org/?query=8205at4891	NADPH-dependent diflavin oxidoreductase 1
8222at4891	Complete	8346	273	1934	-	620.3	465	https://v10-1.orthodb.org/?query=8222at4891	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
8224at4891	Complete	7758	208	2163	-	524.7	415	https://v10-1.orthodb.org/?query=8224at4891	Carbohydrate kinase, FGGY, C-terminal
8231at4891	Complete	8148	772	2781	+	675.3	481	https://v10-1.orthodb.org/?query=8231at4891	Acyltransferase ChoActase/COT/CPT
8253at4891	Complete	9712	12096	17345	+	482.3	926	https://v10-1.orthodb.org/?query=8253at4891	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
8274at4891	Complete	9696	23411	25501	-	592.8	434	https://v10-1.orthodb.org/?query=8274at4891	Sterile alpha motif domain
8285at4891	Complete	9484	12411	13991	-	850.8	457	https://v10-1.orthodb.org/?query=8285at4891	GroEL-like apical domain superfamily
8291at4891	Complete	9716	9893	12037	-	421.2	496	https://v10-1.orthodb.org/?query=8291at4891	WD40-repeat-containing domain
8311at4891	Complete	9722	47341	49185	-	585.5	439	https://v10-1.orthodb.org/?query=8311at4891	Endopolyphosphatase
8330at4891	Complete	8960	5168	6850	+	842.6	472	https://v10-1.orthodb.org/?query=8330at4891	Delta-1-pyrroline-5-carboxylate dehydrogenase
8344at4891	Fragmented	8100	36	845	-	323.2	218	https://v10-1.orthodb.org/?query=8344at4891	Nucleolar GTP-binding protein 2
8353at4891	Duplicated	9098	7989	9797	+	597.2	459	https://v10-1.orthodb.org/?query=8353at4891	Membrane bound O-acyl transferase, MBOAT
8353at4891	Duplicated	9678	11976	13553	+	676.0	467	https://v10-1.orthodb.org/?query=8353at4891	Membrane bound O-acyl transferase, MBOAT
8365at4891	Complete	9606	201	2357	+	462.8	426	https://v10-1.orthodb.org/?query=8365at4891	TCF25/Rqc1
8380at4891	Complete	9692	10220	12040	+	218.8	349	https://v10-1.orthodb.org/?query=8380at4891	Origin recognition complex, subunit 3
8437at4891	Complete	9120	8503	11547	-	485.8	674	https://v10-1.orthodb.org/?query=8437at4891	DNA polymerase V
8466at4891	Complete	9714	33955	36387	-	402.2	391	https://v10-1.orthodb.org/?query=8466at4891	Dual specificity phosphatase
8471at4891	Complete	9222	55	1395	-	601.8	332	https://v10-1.orthodb.org/?query=8471at4891	Histone deacetylase
8475at4891	Complete	9122	1114	2715	-	423.2	363	https://v10-1.orthodb.org/?query=8475at4891	Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site
8487at4891	Complete	9710	9885	11693	+	257.6	387	https://v10-1.orthodb.org/?query=8487at4891	Phox homologous domain
8543at4891	Complete	9662	5780	9934	+	642.4	761	https://v10-1.orthodb.org/?query=8543at4891	Rapamycin-insensitive companion of mTOR, domain 4
8550at4891	Complete	9662	23080	24807	-	832.8	459	https://v10-1.orthodb.org/?query=8550at4891	Threonine dehydratase
8551at4891	Complete	9716	14632	16050	-	575.7	379	https://v10-1.orthodb.org/?query=8551at4891	Indole-3-glycerol phosphate synthase
8562at4891	Complete	9462	1278	3773	-	631.1	521	https://v10-1.orthodb.org/?query=8562at4891	AP-1 complex subunit gamma
8568at4891	Complete	9666	11714	13114	+	751.4	368	https://v10-1.orthodb.org/?query=8568at4891	26S Proteasome regulatory subunit 7
8584at4891	Complete	8908	6263	9337	-	409.8	319	https://v10-1.orthodb.org/?query=8584at4891	Kinase
8596at4891	Complete	9656	19813	21360	+	454.0	321	https://v10-1.orthodb.org/?query=8596at4891	Transcription initiation factor TFIID subunit 6
8686at4891	Complete	9596	14408	15766	+	635.0	338	https://v10-1.orthodb.org/?query=8686at4891	ATPase, AAA-type, conserved site
8689at4891	Complete	9338	10237	11622	-	367.4	303	https://v10-1.orthodb.org/?query=8689at4891	AF1104-like superfamily
8708at4891	Complete	9720	52954	54486	-	941.9	441	https://v10-1.orthodb.org/?query=8708at4891	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
8737at4891	Complete	8790	35	1450	-	699.9	362	https://v10-1.orthodb.org/?query=8737at4891	Pyridoxal phosphate-dependent transferase
8758at4891	Complete	9140	2896	4233	+	726.3	380	https://v10-1.orthodb.org/?query=8758at4891	Helicase, C-terminal
8759at4891	Complete	9706	9584	10987	+	313.4	279	https://v10-1.orthodb.org/?query=8759at4891	Ubiquitinyl hydrolase 1
8762at4891	Complete	9106	7077	8840	-	673.2	433	https://v10-1.orthodb.org/?query=8762at4891	Helicase, C-terminal
8855at4891	Complete	8106	253	3690	+	498.3	468	https://v10-1.orthodb.org/?query=8855at4891	Nitrogen permease regulator 3
8903at4891	Complete	9148	6988	8967	+	590.8	385	https://v10-1.orthodb.org/?query=8903at4891	HAD superfamily
8923at4891	Complete	9690	10448	13981	+	724.1	779	https://v10-1.orthodb.org/?query=8923at4891	Ankyrin repeat-containing domain
8944at4891	Complete	9056	3097	4722	-	593.9	420	https://v10-1.orthodb.org/?query=8944at4891	Alpha-1,3-glucosyltransferase
8978at4891	Complete	8574	2079	3692	+	641.6	444	https://v10-1.orthodb.org/?query=8978at4891	Heat shock protein 70 family
8998at4891	Complete	9674	12257	13606	+	487.4	293	https://v10-1.orthodb.org/?query=8998at4891	WD40-repeat-containing domain
9012at4891	Complete	9646	3745	5469	-	602.1	449	https://v10-1.orthodb.org/?query=9012at4891	RNA methyltransferase TrmA, active site
9030at4891	Complete	9020	946	4440	+	734.8	636	https://v10-1.orthodb.org/?query=9030at4891	Zinc finger, RING-type
9032at4891	Complete	9604	23026	24414	+	748.8	399	https://v10-1.orthodb.org/?query=9032at4891	RuvB-like helicase
9039at4891	Complete	8620	3516	5177	-	511.1	348	https://v10-1.orthodb.org/?query=9039at4891	tRNA (guanine(26)-N(2))-dimethyltransferase
9061at4891	Complete	9702	13278	14654	-	628.4	401	https://v10-1.orthodb.org/?query=9061at4891	Metal-dependent hydrolase
9096at4891	Complete	9718	48774	50648	+	597.6	395	https://v10-1.orthodb.org/?query=9096at4891	Ubiquitin-like modifier-activating enzyme Atg7
9152at4891	Complete	9600	21268	22923	-	664.5	446	https://v10-1.orthodb.org/?query=9152at4891	FACT complex subunit POB3
9157at4891	Complete	9678	22346	26266	-	339.6	476	https://v10-1.orthodb.org/?query=9157at4891	Peptidase S59, nucleoporin
9175at4891	Complete	9726	16647	18623	+	671.4	494	https://v10-1.orthodb.org/?query=9175at4891	tRNA-dihydrouridine synthase
9223at4891	Complete	9718	40228	42108	-	581.9	442	https://v10-1.orthodb.org/?query=9223at4891	Tetratricopeptide repeat
9258at4891	Complete	8934	2131	4440	-	978.3	626	https://v10-1.orthodb.org/?query=9258at4891	RNA helicase
9267at4891	Complete	9502	17586	19094	-	721.2	377	https://v10-1.orthodb.org/?query=9267at4891	Phenylalanyl-tRNA synthetase
9294at4891	Complete	9152	283	1827	+	585.3	384	https://v10-1.orthodb.org/?query=9294at4891	Guanosine-diphosphatase
9322at4891	Complete	9290	4550	5971	+	700.0	416	https://v10-1.orthodb.org/?query=9322at4891	Peptidase M20
9420at4891	Complete	9706	11438	13513	-	525.1	368	https://v10-1.orthodb.org/?query=9420at4891	Mre11, DNA-binding
9436at4891	Complete	9380	449	1855	-	644.6	402	https://v10-1.orthodb.org/?query=9436at4891	Glutathione reductase
9446at4891	Complete	9634	18343	19965	+	628.8	411	https://v10-1.orthodb.org/?query=9446at4891	Signal recognition particle, SRP54 subunit
9457at4891	Complete	9658	14249	16480	+	355.4	489	https://v10-1.orthodb.org/?query=9457at4891	Winged helix-like DNA-binding domain superfamily
9466at4891	Complete	8660	164	1537	+	753.3	392	https://v10-1.orthodb.org/?query=9466at4891	Argininosuccinate lyase
9469at4891	Complete	9696	29700	31145	-	856.9	421	https://v10-1.orthodb.org/?query=9469at4891	Adenylosuccinate lyase
9476at4891	Complete	9044	5825	7528	+	758.3	461	https://v10-1.orthodb.org/?query=9476at4891	ATP-grasp fold
9507at4891	Complete	9206	202	1842	+	419.5	420	https://v10-1.orthodb.org/?query=9507at4891	Mannosyltransferase
9509at4891	Complete	9678	33565	35280	+	449.2	371	https://v10-1.orthodb.org/?query=9509at4891	Sec1-like protein
9513at4891	Complete	9724	29578	31602	-	589.5	442	https://v10-1.orthodb.org/?query=9513at4891	Glutamate--cysteine ligase
9525at4891	Complete	8652	5686	7023	+	659.1	364	https://v10-1.orthodb.org/?query=9525at4891	Saccharopine dehydrogenase, NADP binding domain
9553at4891	Complete	9356	9552	10934	-	648.5	377	https://v10-1.orthodb.org/?query=9553at4891	Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain
9594at4891	Complete	9548	11459	12856	+	551.2	375	https://v10-1.orthodb.org/?query=9594at4891	Peptidase M16, C-terminal
9605at4891	Complete	9648	10561	12480	+	379.3	390	https://v10-1.orthodb.org/?query=9605at4891	Vps52
9609at4891	Complete	7634	469	2058	-	520.1	392	https://v10-1.orthodb.org/?query=9609at4891	DNA topoisomerase
9633at4891	Complete	9196	12113	13627	-	887.6	419	https://v10-1.orthodb.org/?query=9633at4891	RNA helicase
9643at4891	Complete	8702	4636	6543	-	231.5	378	https://v10-1.orthodb.org/?query=9643at4891	Zinc finger, PHD-type
9655at4891	Complete	9648	25961	28579	-	271.0	587	https://v10-1.orthodb.org/?query=9655at4891	Citron homology (CNH) domain
9657at4891	Complete	8920	2314	3573	+	694.6	360	https://v10-1.orthodb.org/?query=9657at4891	Argininosuccinate synthase
9668at4891	Complete	9562	7368	8729	-	590.1	363	https://v10-1.orthodb.org/?query=9668at4891	Polyprenyl synthetase
9680at4891	Complete	8224	1308	3125	-	561.3	458	https://v10-1.orthodb.org/?query=9680at4891	RNA helicase
9718at4891	Complete	8874	4033	5973	-	598.7	448	https://v10-1.orthodb.org/?query=9718at4891	LCCL domain
9724at4891	Complete	9118	1587	3833	+	665.3	521	https://v10-1.orthodb.org/?query=9724at4891	p-loop containing nucleoside triphosphate hydrolase protein
9757at4891	Complete	9506	6934	9783	-	849.1	640	https://v10-1.orthodb.org/?query=9757at4891	Rab-GTPase-TBC domain
9759at4891	Complete	8862	114	1829	-	590.9	463	https://v10-1.orthodb.org/?query=9759at4891	PPM-type phosphatase domain
9767at4891	Complete	8584	3773	5605	-	417.5	329	https://v10-1.orthodb.org/?query=9767at4891	Nitrogen permease regulator 2
9782at4891	Complete	8340	134	1786	+	249.6	358	https://v10-1.orthodb.org/?query=9782at4891	YjeF N-terminal domain
9784at4891	Complete	8014	1988	3433	+	606.0	377	https://v10-1.orthodb.org/?query=9784at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
